<< Inhaltsverzeichnis;;;;;;;;;;
"Statistische Wochenberichte
Mastrassen ;1 000;758732.684;756027.159;738001.25;62000.856;59980.389;61357.693;52809.432;60546.293;60612.602
Geschlüpfte Hühnerküken8 zum Gebrauch;;;;;;;;;;
Legerassen ;1 000;42154.673;45298.361;40501.315;3607.671;3348.081;2326.738;1658.636;2712.174;2218.631
Mastrassen ;1 000;672120.439;668703.462;648230.168;54520.584;54540.98;54212.643;45368.902;54138.662;50286.335
;;;;;;;;;;
;;  2018  ;  2019  ;  2020  ;Aug. 20 ;Sep. 20 ;Okt. 20 ;Nov. 20 ;Dez. 20 ;Jan. 21 
Legehennenhaltung und Eiererzeugung9;;;;;;;;;;
Betriebe10, 11 ......................................................................................................................;Anzahl;1897;1965;2025;1946;1955;1958;1956;1955;2007
Hennenhaltungsplätze12 .......................................................;1 000;49386.561;49632.447;49614.392;49697.267;49804.593;49907.098;49973.835;49923.912;50031.842
Legehennen im Durchschnitt ;1 000;41364.322;42020.611;42944.007;42887.84;43063.281;43569.518;43958.507;43374.24;.
Erzeugte Eier ;Mill.;12325.497;12510.514;12935.624;1088.853;1052.066;1099.54;1101.221;1121.136;1076.93
Eier je Henne ;Stück;298;297.7;301.2;25.4;24.4;25.2;25.1;25.8;.
Eier je Henne und Tag ;Stück;0.82;0.82;0.82;0.82;0.81;0.81;0.84;0.83;.
Auslastung der Haltungskapazität10 ..................................;%;83.8;84.7;86.6;86.4;87;87.9;88.2;85.7;86.2
;;;;;;;;;;

1 Erhebungszeitpunkte für Rinder und Schweine 3. Mai und 3. November. – 2 Aufgrund methodischer Anpassung ist eine Vergleichbarkeit mit den Vorjahren ab Januar 2009 nur ein-;;;;;;;;;;
geschränkt möglich. – 3 Ausgewachsene weibliche Rinder, die noch nicht gekalbt haben. – 4 Kälber bis zu 8 Monaten. – 5 Jungrinder, mehr als 8, aber höchstens 12 Monate. – ;;;;;;;;;;
6 Durch Wegfall der Schlachtkapazität der Betriebe als Erhebungseinheit und die zusätzliche Erfassung der Tierarten Strauße, Wachteln und Tauben ab Januar 2010 ist ein Vorjahres- ;;;;;;;;;;
vergleich nur eingeschränkt möglich. – 7 Alle Teile von Geflügelschlachtkörpern einschl. des entbeinten Fleisches und nicht in den Schlachtkörpern ein- gelegter Innereien. – 8 In ;;;;;;;;;;
Brütereien mit einem Fassungsvermögen der Brutanlagen von mindestens 1 000 Eiern ausschl. des Schlupfraums. – 9 In Betrieben von Unternehmen mit mindestens 3 000 Hennen-;;;;;;;;;;
haltungsplätzen.  – 10 Jahresangaben beziehen sich auf den Stichtag 1. Dezember. – 11 Bei Monatsangaben seit 31.01.2015: Eine aus einem Stall oder mehreren Ställen beste- ;;;;;;;;;;
hende örtliche, wirtschaftliche und seuchenhygienische Einheit zur Erzeugung von Eiern im Sinne des Legehennenbetriebsregistergesetzes.  – 12 Bei voller Ausnutzung der für die ;;;;;;;;;;
"Hennenhaltung verfügbaren Hennenhaltungsplätze; Jahresangaben beziehen sich auf den Stichtag 1. Dezember.";;;;;;;;;;
